Veículo;SS;Tipo de tempo;Horário;Obs
300;2;W;14:29:19;WP012 - Ocorrência: 2 - Velocidade: 36.93km/h
300;2;W;16:00:15;WP012 - Ocorrência: 3 - Velocidade: 45.66km/h
300;2;W;14:32:07;WP013 - Ocorrência: 1 - Velocidade: 48.48km/h
300;2;W;16:03:41;WP014 - Ocorrência: 1 - Velocidade: 59.2km/h
300;2;W;09:43:11;WP015 - Ocorrência: 1 - Velocidade: 40.88km/h
300;2;W;16:05:43;WP015 - Ocorrência: 2 - Velocidade: 42.29km/h
300;2;W;09:45:30;WP016 - Ocorrência: 1 - Velocidade: 49.21km/h
300;2;W;14:39:22;WP016 - Ocorrência: 2 - Velocidade: 37.35km/h
300;2;W;16:08:04;WP016 - Ocorrência: 3 - Velocidade: 34.68km/h
300;2;W;09:48:06;WP017 - Ocorrência: 1 - Velocidade: 34.25km/h
300;2;W;14:42:44;WP017 - Ocorrência: 2 - Velocidade: 38.06km/h
300;2;W;16:14:01;WP018 - Ocorrência: 1 - Velocidade: 75.61km/h
300;2;W;09:51:54;WP019 - Ocorrência: 1 - Velocidade: 59.62km/h
300;2;W;16:14:36;WP019 - Ocorrência: 2 - Velocidade: 61.99km/h
300;2;W;16:16:02;WP020 - Ocorrência: 1 - Velocidade: 49.65km/h
300;2;W;10:00:53;WP022 - Ocorrência: 1 - Velocidade: 46.73km/h
300;2;W;14:58:33;WP022 - Ocorrência: 2 - Velocidade: 36.65km/h
300;2;W;16:23:49;WP022 - Ocorrência: 3 - Velocidade: 47.25km/h
300;2;W;10:03:24;WP023 - Ocorrência: 1 - Velocidade: 28.74km/h
300;2;W;15:01:39;WP023 - Ocorrência: 2 - Velocidade: 30.04km/h
300;2;W;16:26:25;WP023 - Ocorrência: 3 - Velocidade: 41.98km/h
300;2;W;10:05:14;WP024 - Ocorrência: 1 - Velocidade: 55.47km/h
300;2;W;13:00:18;WP024 - Ocorrência: 2 - Velocidade: 55.28km/h
300;2;W;13:05:15;WP025 - Ocorrência: 1 - Velocidade: 30.72km/h
300;2;W;16:31:52;WP025 - Ocorrência: 2 - Velocidade: 41.08km/h
300;2;W;10:10:09;WP026 - Ocorrência: 1 - Velocidade: 48.89km/h
300;2;W;13:07:52;WP026 - Ocorrência: 2 - Velocidade: 41.33km/h
300;2;W;10:20:11;WP028 - Ocorrência: 1 - Velocidade: 57.18km/h
300;2;W;10:21:02;WP029 - Ocorrência: 1 - Velocidade: 26.66km/h
300;2;W;13:23:03;WP029 - Ocorrência: 2 - Velocidade: 48.18km/h
300;2;W;16:44:45;WP029 - Ocorrência: 3 - Velocidade: 51.7km/h
300;2;W;10:24:10;WP030 - Ocorrência: 1 - Velocidade: 39.2km/h
300;2;W;13:27:33;WP030 - Ocorrência: 2 - Velocidade: 28.49km/h
300;2;W;16:47:58;WP030 - Ocorrência: 3 - Velocidade: 32.01km/h
300;2;W;13:30:08;WP031 - Ocorrência: 1 - Velocidade: 49.07km/h
300;2;W;13:40:18;WP032 - Ocorrência: 1 - Velocidade: 59.16km/h
300;2;W;10:34:28;WP033 - Ocorrência: 1 - Velocidade: 31.34km/h
300;2;W;13:42:19;WP033 - Ocorrência: 2 - Velocidade: 33.83km/h
300;2;W;16:58:46;WP033 - Ocorrência: 3 - Velocidade: 43.07km/h
300;2;W;13:42:29;WP034 - Ocorrência: 1 - Velocidade: 36.62km/h
300;2;W;10:35:28;WP035 - Ocorrência: 1 - Velocidade: 37.21km/h
300;2;W;13:43:58;WP035 - Ocorrência: 2 - Velocidade: 36.65km/h
300;2;W;16:59:50;WP035 - Ocorrência: 3 - Velocidade: 39.34km/h
300;2;W;13:49:32;WP038 - Ocorrência: 1 - Velocidade: 64.56km/h
300;2;W;17:06:04;WP039 - Ocorrência: 1 - Velocidade: 1.45km/h
300;2;PT;00:30:00;Penalidade por perda de Waypoint - WP003
300;2;PT;00:30:00;Penalidade por perda de Waypoint - WP021
300;2;PT;00:30:00;Penalidade por perda de Waypoint - WP027
300;2;PT;00:30:00;Penalidade por perda de Waypoint - WP036
300;2;PT;00:30:00;Penalidade por perda de Waypoint - WP037
300;2;CB;13:38:06;Carímbo - Ocorrência: 1 - Velocidade: 52.02km/h
300;2;I1;12:58:29;Primeira Intermediária - Ocorrência: 1 - Velocidade: 15.56km/h
300;2;I1;14:12:25;Primeira Intermediária - Ocorrência: 2 - Velocidade: 24.6km/h
300;2;I1;15:46:19;Primeira Intermediária - Ocorrência: 3 - Velocidade: 27.6km/h
300;2;I3;10:14:21;Terceira Intermediária - Ocorrência: 1 - Velocidade: 33.67km/h
300;2;I3;13:14:13;Terceira Intermediária - Ocorrência: 2 - Velocidade: 37.42km/h
300;2;I3;16:37:47;Terceira Intermediária - Ocorrência: 3 - Velocidade: 49.58km/h
300;2;I4;10:21:52;Quarta Intermediária - Ocorrência: 1 - Velocidade: 54.46km/h
300;2;I4;13:24:19;Quarta Intermediária - Ocorrência: 2 - Velocidade: 54.85km/h
300;2;I4;16:45:38;Quarta Intermediária - Ocorrência: 3 - Velocidade: 66.07km/h
300;2;IR;09:30:11;Entrada na Primeira Zona de Radar - Ocorrência: 1 - Velocidade: 35.22km/h
300;2;IR;14:22:39;Entrada na Primeira Zona de Radar - Ocorrência: 2 - Velocidade: 39.61km/h
300;2;IR;15:54:50;Entrada na Primeira Zona de Radar - Ocorrência: 3 - Velocidade: 56.47km/h
300;2;IR;10:15:19;Entrada na Segunda Zona de Radar - Ocorrência: 1 - Velocidade: 19.86km/h
300;2;IR;10:27:40;Entrada na Terceira Zona de Radar - Ocorrência: 1 - Velocidade: 75.76km/h
300;2;IR;13:32:31;Entrada na Terceira Zona de Radar - Ocorrência: 2 - Velocidade: 56.3km/h
300;2;IR;16:51:45;Entrada na Terceira Zona de Radar - Ocorrência: 3 - Velocidade: 58.59km/h
300;2;FR;09:34:19;Saída da Primeira Zona de Radar - Ocorrência: 1 - Velocidade: 86.57km/h
300;2;FR;15:56:39;Saída da Primeira Zona de Radar - Ocorrência: 2 - Velocidade: 66.35km/h
300;2;FR;10:29:50;Saída da Terceira Zona de Radar - Ocorrência: 1 - Velocidade: 99.27km/h
300;2;FR;13:34:38;Saída da Terceira Zona de Radar - Ocorrência: 2 - Velocidade: 76.9km/h
300;2;PR;09:33:41;Ocorrência de excesso de velocidade (74.82km/h) em ZVC.
300;2;PR;09:33:42;Ocorrência de excesso de velocidade (84.42km/h) em ZVC.
300;2;PR;09:33:43;Ocorrência de excesso de velocidade (96.02km/h) em ZVC.
300;2;PR;09:33:44;Ocorrência de excesso de velocidade (102.85km/h) em ZVC.
300;2;PR;09:33:45;Ocorrência de excesso de velocidade (107.28km/h) em ZVC.
300;2;PR;09:33:46;Ocorrência de excesso de velocidade (100.49km/h) em ZVC.
300;2;PR;09:33:47;Ocorrência de excesso de velocidade (90.5km/h) em ZVC.
300;2;PR;09:33:48;Ocorrência de excesso de velocidade (80.88km/h) em ZVC.
300;2;PR;09:33:49;Ocorrência de excesso de velocidade (83.24km/h) em ZVC.
300;2;PR;09:33:50;Ocorrência de excesso de velocidade (86.83km/h) em ZVC.
300;2;PR;09:33:51;Ocorrência de excesso de velocidade (91.25km/h) em ZVC.
300;2;PR;09:33:52;Ocorrência de excesso de velocidade (84.95km/h) em ZVC.
300;2;PR;09:33:53;Ocorrência de excesso de velocidade (87.22km/h) em ZVC.
300;2;PR;09:33:54;Ocorrência de excesso de velocidade (92.85km/h) em ZVC.
300;2;PR;09:33:55;Ocorrência de excesso de velocidade (93.24km/h) em ZVC.
300;2;PR;09:33:56;Ocorrência de excesso de velocidade (81.26km/h) em ZVC.
300;2;PR;09:33:57;Ocorrência de excesso de velocidade (85.64km/h) em ZVC.
300;2;PR;09:33:58;Ocorrência de excesso de velocidade (85.62km/h) em ZVC.
300;2;PR;09:33:59;Ocorrência de excesso de velocidade (87.67km/h) em ZVC.
300;2;PR;09:34:00;Ocorrência de excesso de velocidade (89.65km/h) em ZVC.
300;2;PR;09:34:01;Ocorrência de excesso de velocidade (87.09km/h) em ZVC.
300;2;PR;09:34:02;Ocorrência de excesso de velocidade (84.08km/h) em ZVC.
300;2;PR;09:34:03;Ocorrência de excesso de velocidade (74.62km/h) em ZVC.
300;2;PR;09:34:04;Ocorrência de excesso de velocidade (70.39km/h) em ZVC.
300;2;PR;09:34:18;Ocorrência de excesso de velocidade (76.17km/h) em ZVC.
300;2;PR;09:34:19;Ocorrência de excesso de velocidade (86.57km/h) em ZVC.
300;2;PR;10:27:40;Ocorrência de excesso de velocidade (75.76km/h) em ZVC.
300;2;PR;10:29:45;Ocorrência de excesso de velocidade (67.36km/h) em ZVC.
300;2;PR;10:29:46;Ocorrência de excesso de velocidade (76.9km/h) em ZVC.
300;2;PR;10:29:47;Ocorrência de excesso de velocidade (88.44km/h) em ZVC.
300;2;PR;10:29:48;Ocorrência de excesso de velocidade (99.95km/h) em ZVC.
300;2;PR;10:29:49;Ocorrência de excesso de velocidade (103.55km/h) em ZVC.
300;2;PR;10:29:50;Ocorrência de excesso de velocidade (99.27km/h) em ZVC.
300;2;PR;13:34:35;Ocorrência de excesso de velocidade (68.52km/h) em ZVC.
300;2;PR;13:34:36;Ocorrência de excesso de velocidade (70.07km/h) em ZVC.
300;2;PR;13:34:37;Ocorrência de excesso de velocidade (73.2km/h) em ZVC.
300;2;PR;13:34:38;Ocorrência de excesso de velocidade (76.9km/h) em ZVC.
300;2;PR;14:29:52;Ocorrência de excesso de velocidade (67.39km/h) em ZVC.
300;2;PR;14:29:53;Ocorrência de excesso de velocidade (67.97km/h) em ZVC.
300;2;PR;14:29:56;Ocorrência de excesso de velocidade (70.06km/h) em ZVC.
300;2;PR;14:29:57;Ocorrência de excesso de velocidade (72.86km/h) em ZVC.
300;2;PR;14:29:58;Ocorrência de excesso de velocidade (71.33km/h) em ZVC.
300;2;PR;14:29:59;Ocorrência de excesso de velocidade (73.42km/h) em ZVC.
300;2;PR;14:30:00;Ocorrência de excesso de velocidade (75.39km/h) em ZVC.
300;2;PR;14:30:01;Ocorrência de excesso de velocidade (70.06km/h) em ZVC.
300;2;PR;14:30:03;Ocorrência de excesso de velocidade (70.21km/h) em ZVC.
300;2;PR;14:30:04;Ocorrência de excesso de velocidade (73.42km/h) em ZVC.
300;2;PR;14:30:05;Ocorrência de excesso de velocidade (74.69km/h) em ZVC.
300;2;PR;14:30:06;Ocorrência de excesso de velocidade (72.03km/h) em ZVC.
300;2;PR;14:30:07;Ocorrência de excesso de velocidade (67.27km/h) em ZVC.
300;2;PR;14:30:08;Ocorrência de excesso de velocidade (68.1km/h) em ZVC.
300;2;PR;14:30:09;Ocorrência de excesso de velocidade (70.91km/h) em ZVC.
300;2;PR;14:30:10;Ocorrência de excesso de velocidade (74.27km/h) em ZVC.
300;2;PR;14:30:11;Ocorrência de excesso de velocidade (72.86km/h) em ZVC.
300;2;PR;14:30:12;Ocorrência de excesso de velocidade (73.42km/h) em ZVC.
300;2;PR;14:30:13;Ocorrência de excesso de velocidade (78.34km/h) em ZVC.
300;2;PR;14:30:14;Ocorrência de excesso de velocidade (71.46km/h) em ZVC.
300;2;PR;14:30:18;Ocorrência de excesso de velocidade (67.39km/h) em ZVC.
300;2;PR;14:30:45;Ocorrência de excesso de velocidade (67.18km/h) em ZVC.
300;2;PR;14:30:46;Ocorrência de excesso de velocidade (67.18km/h) em ZVC.
300;2;PR;14:30:47;Ocorrência de excesso de velocidade (67.59km/h) em ZVC.
300;2;PR;14:30:51;Ocorrência de excesso de velocidade (67.82km/h) em ZVC.
300;2;PR;14:30:52;Ocorrência de excesso de velocidade (73.82km/h) em ZVC.
300;2;PR;14:30:53;Ocorrência de excesso de velocidade (75.03km/h) em ZVC.
300;2;PR;14:30:54;Ocorrência de excesso de velocidade (75.2km/h) em ZVC.
300;2;PR;14:30:55;Ocorrência de excesso de velocidade (73.22km/h) em ZVC.
300;2;PR;14:30:58;Ocorrência de excesso de velocidade (67.17km/h) em ZVC.
300;2;PR;14:30:59;Ocorrência de excesso de velocidade (69.9km/h) em ZVC.
300;2;PR;14:31:00;Ocorrência de excesso de velocidade (71.27km/h) em ZVC.
300;2;PR;14:31:01;Ocorrência de excesso de velocidade (73.02km/h) em ZVC.
300;2;PR;14:31:05;Ocorrência de excesso de velocidade (68.16km/h) em ZVC.
300;2;PR;14:31:06;Ocorrência de excesso de velocidade (69.53km/h) em ZVC.
300;2;PR;14:31:07;Ocorrência de excesso de velocidade (68.54km/h) em ZVC.
300;2;PR;14:31:17;Ocorrência de excesso de velocidade (68.54km/h) em ZVC.
300;2;PR;14:31:18;Ocorrência de excesso de velocidade (67.38km/h) em ZVC.
300;2;PR;14:31:20;Ocorrência de excesso de velocidade (68.54km/h) em ZVC.
300;2;PR;14:31:21;Ocorrência de excesso de velocidade (71.46km/h) em ZVC.
300;2;PR;14:31:22;Ocorrência de excesso de velocidade (68.16km/h) em ZVC.
300;2;PR;14:31:30;Ocorrência de excesso de velocidade (68.73km/h) em ZVC.
300;2;PR;14:31:38;Ocorrência de excesso de velocidade (67.59km/h) em ZVC.
300;2;PR;14:32:13;Ocorrência de excesso de velocidade (67.63km/h) em ZVC.
300;2;PR;14:32:14;Ocorrência de excesso de velocidade (70.63km/h) em ZVC.
300;2;PR;14:32:15;Ocorrência de excesso de velocidade (74.39km/h) em ZVC.
300;2;PR;14:32:16;Ocorrência de excesso de velocidade (75.14km/h) em ZVC.
300;2;PR;14:32:17;Ocorrência de excesso de velocidade (76.23km/h) em ZVC.
300;2;PR;14:32:18;Ocorrência de excesso de velocidade (78.69km/h) em ZVC.
300;2;PR;14:32:19;Ocorrência de excesso de velocidade (81.4km/h) em ZVC.
300;2;PR;14:32:20;Ocorrência de excesso de velocidade (79.69km/h) em ZVC.
300;2;PR;14:32:21;Ocorrência de excesso de velocidade (78.2km/h) em ZVC.
300;2;PR;14:32:22;Ocorrência de excesso de velocidade (79.14km/h) em ZVC.
300;2;PR;14:32:23;Ocorrência de excesso de velocidade (78.39km/h) em ZVC.
300;2;PR;14:32:24;Ocorrência de excesso de velocidade (77.16km/h) em ZVC.
300;2;PR;14:32:25;Ocorrência de excesso de velocidade (72.88km/h) em ZVC.
300;2;PR;14:32:26;Ocorrência de excesso de velocidade (73.63km/h) em ZVC.
300;2;PR;14:32:27;Ocorrência de excesso de velocidade (74.39km/h) em ZVC.
300;2;PR;14:32:28;Ocorrência de excesso de velocidade (74.39km/h) em ZVC.
300;2;PR;14:32:29;Ocorrência de excesso de velocidade (76.65km/h) em ZVC.
300;2;PR;14:32:30;Ocorrência de excesso de velocidade (82.24km/h) em ZVC.
300;2;PR;14:32:31;Ocorrência de excesso de velocidade (80.65km/h) em ZVC.
300;2;PR;14:32:32;Ocorrência de excesso de velocidade (82.4km/h) em ZVC.
300;2;PR;14:32:33;Ocorrência de excesso de velocidade (85.16km/h) em ZVC.
300;2;PR;14:32:34;Ocorrência de excesso de velocidade (85.16km/h) em ZVC.
300;2;PR;14:32:35;Ocorrência de excesso de velocidade (77.16km/h) em ZVC.
300;2;PR;14:32:36;Ocorrência de excesso de velocidade (68.55km/h) em ZVC.
300;2;PR;14:32:45;Ocorrência de excesso de velocidade (67.66km/h) em ZVC.
300;2;PR;14:32:46;Ocorrência de excesso de velocidade (69.2km/h) em ZVC.
300;2;PR;14:32:47;Ocorrência de excesso de velocidade (75.03km/h) em ZVC.
300;2;PR;14:32:48;Ocorrência de excesso de velocidade (78.29km/h) em ZVC.
300;2;PR;14:32:49;Ocorrência de excesso de velocidade (83.96km/h) em ZVC.
300;2;PR;14:32:50;Ocorrência de excesso de velocidade (86.87km/h) em ZVC.
300;2;PR;14:32:51;Ocorrência de excesso de velocidade (90.68km/h) em ZVC.
300;2;PR;14:32:52;Ocorrência de excesso de velocidade (93.29km/h) em ZVC.
300;2;PR;14:32:53;Ocorrência de excesso de velocidade (94.82km/h) em ZVC.
300;2;PR;14:32:54;Ocorrência de excesso de velocidade (93.15km/h) em ZVC.
300;2;PR;14:32:55;Ocorrência de excesso de velocidade (86.38km/h) em ZVC.
300;2;PR;14:32:56;Ocorrência de excesso de velocidade (76.41km/h) em ZVC.
300;2;PR;14:32:57;Ocorrência de excesso de velocidade (71.96km/h) em ZVC.
300;2;PR;14:32:58;Ocorrência de excesso de velocidade (76.25km/h) em ZVC.
300;2;PR;14:32:59;Ocorrência de excesso de velocidade (76.57km/h) em ZVC.
300;2;PR;14:33:00;Ocorrência de excesso de velocidade (79.17km/h) em ZVC.
300;2;PR;14:33:01;Ocorrência de excesso de velocidade (81.79km/h) em ZVC.
300;2;PR;14:33:02;Ocorrência de excesso de velocidade (83.46km/h) em ZVC.
300;2;PR;14:33:03;Ocorrência de excesso de velocidade (84.85km/h) em ZVC.
300;2;PR;14:33:04;Ocorrência de excesso de velocidade (82.41km/h) em ZVC.
300;2;PR;14:33:05;Ocorrência de excesso de velocidade (79.67km/h) em ZVC.
300;2;PR;14:33:06;Ocorrência de excesso de velocidade (82.08km/h) em ZVC.
300;2;PR;14:33:07;Ocorrência de excesso de velocidade (83.62km/h) em ZVC.
300;2;PR;14:33:08;Ocorrência de excesso de velocidade (85.5km/h) em ZVC.
300;2;PR;14:33:09;Ocorrência de excesso de velocidade (86.7km/h) em ZVC.
300;2;PR;14:33:10;Ocorrência de excesso de velocidade (85.5km/h) em ZVC.
300;2;PR;14:33:11;Ocorrência de excesso de velocidade (87.76km/h) em ZVC.
300;2;PR;14:33:12;Ocorrência de excesso de velocidade (85km/h) em ZVC.
300;2;PR;14:33:13;Ocorrência de excesso de velocidade (74.44km/h) em ZVC.
300;2;PR;14:33:15;Ocorrência de excesso de velocidade (69.71km/h) em ZVC.
300;2;PR;14:33:16;Ocorrência de excesso de velocidade (68.95km/h) em ZVC.
300;2;PR;14:33:17;Ocorrência de excesso de velocidade (75.56km/h) em ZVC.
300;2;PR;14:33:18;Ocorrência de excesso de velocidade (80.87km/h) em ZVC.
300;2;PR;14:33:19;Ocorrência de excesso de velocidade (83.62km/h) em ZVC.
300;2;PR;14:33:20;Ocorrência de excesso de velocidade (84.85km/h) em ZVC.
300;2;PR;14:33:21;Ocorrência de excesso de velocidade (81.21km/h) em ZVC.
300;2;PR;14:33:22;Ocorrência de excesso de velocidade (77.35km/h) em ZVC.
300;2;PR;14:33:23;Ocorrência de excesso de velocidade (67.18km/h) em ZVC.
300;2;PR;14:33:24;Ocorrência de excesso de velocidade (68.75km/h) em ZVC.
300;2;PR;14:33:25;Ocorrência de excesso de velocidade (68.16km/h) em ZVC.
300;2;PR;14:33:26;Ocorrência de excesso de velocidade (68.76km/h) em ZVC.
300;2;PR;14:33:27;Ocorrência de excesso de velocidade (71.67km/h) em ZVC.
300;2;PR;14:33:28;Ocorrência de excesso de velocidade (74.72km/h) em ZVC.
300;2;PR;14:33:29;Ocorrência de excesso de velocidade (79.84km/h) em ZVC.
300;2;PR;14:33:30;Ocorrência de excesso de velocidade (81.21km/h) em ZVC.
300;2;PR;14:33:31;Ocorrência de excesso de velocidade (82.95km/h) em ZVC.
300;2;PR;14:33:32;Ocorrência de excesso de velocidade (82.95km/h) em ZVC.
300;2;PR;14:33:33;Ocorrência de excesso de velocidade (82.76km/h) em ZVC.
300;2;PR;14:33:34;Ocorrência de excesso de velocidade (83.79km/h) em ZVC.
300;2;PR;14:33:35;Ocorrência de excesso de velocidade (80.71km/h) em ZVC.
300;2;PR;14:33:36;Ocorrência de excesso de velocidade (79.84km/h) em ZVC.
300;2;PR;14:33:37;Ocorrência de excesso de velocidade (81.29km/h) em ZVC.
300;2;PR;14:33:38;Ocorrência de excesso de velocidade (82.77km/h) em ZVC.
300;2;PR;14:33:39;Ocorrência de excesso de velocidade (82.41km/h) em ZVC.
300;2;PR;14:33:40;Ocorrência de excesso de velocidade (79.84km/h) em ZVC.
300;2;PR;14:33:41;Ocorrência de excesso de velocidade (67.59km/h) em ZVC.
300;2;PR;14:33:53;Ocorrência de excesso de velocidade (68.97km/h) em ZVC.
300;2;PR;14:33:54;Ocorrência de excesso de velocidade (71.24km/h) em ZVC.
300;2;PR;14:33:55;Ocorrência de excesso de velocidade (76.55km/h) em ZVC.
300;2;PR;14:33:56;Ocorrência de excesso de velocidade (80.57km/h) em ZVC.
300;2;PR;14:33:57;Ocorrência de excesso de velocidade (83.25km/h) em ZVC.
300;2;PR;14:33:58;Ocorrência de excesso de velocidade (89.97km/h) em ZVC.
300;2;PR;14:33:59;Ocorrência de excesso de velocidade (87.31km/h) em ZVC.
300;2;PR;14:34:00;Ocorrência de excesso de velocidade (86.06km/h) em ZVC.
300;2;PR;14:34:01;Ocorrência de excesso de velocidade (87.31km/h) em ZVC.
300;2;PR;14:34:02;Ocorrência de excesso de velocidade (90.15km/h) em ZVC.
300;2;PR;14:34:03;Ocorrência de excesso de velocidade (90.15km/h) em ZVC.
300;2;PR;14:34:04;Ocorrência de excesso de velocidade (88.1km/h) em ZVC.
300;2;PR;14:34:05;Ocorrência de excesso de velocidade (82.65km/h) em ZVC.
300;2;PR;14:34:06;Ocorrência de excesso de velocidade (85.38km/h) em ZVC.
300;2;PR;14:34:07;Ocorrência de excesso de velocidade (83.83km/h) em ZVC.
300;2;PR;14:34:08;Ocorrência de excesso de velocidade (82.6km/h) em ZVC.
300;2;PR;14:34:09;Ocorrência de excesso de velocidade (86.7km/h) em ZVC.
300;2;PR;14:34:10;Ocorrência de excesso de velocidade (87.89km/h) em ZVC.
300;2;PR;14:34:11;Ocorrência de excesso de velocidade (85.95km/h) em ZVC.
300;2;PR;14:34:12;Ocorrência de excesso de velocidade (86.94km/h) em ZVC.
300;2;PR;14:34:13;Ocorrência de excesso de velocidade (88.75km/h) em ZVC.
300;2;PR;14:34:14;Ocorrência de excesso de velocidade (92.65km/h) em ZVC.
300;2;PR;14:34:15;Ocorrência de excesso de velocidade (93.49km/h) em ZVC.
300;2;PR;14:34:16;Ocorrência de excesso de velocidade (90.73km/h) em ZVC.
300;2;PR;14:34:17;Ocorrência de excesso de velocidade (84.09km/h) em ZVC.
300;2;PR;14:34:18;Ocorrência de excesso de velocidade (80.29km/h) em ZVC.
300;2;PR;14:34:19;Ocorrência de excesso de velocidade (83.83km/h) em ZVC.
300;2;PR;14:34:20;Ocorrência de excesso de velocidade (86.48km/h) em ZVC.
300;2;PR;14:34:21;Ocorrência de excesso de velocidade (87.18km/h) em ZVC.
300;2;PR;14:34:22;Ocorrência de excesso de velocidade (83.83km/h) em ZVC.
300;2;PR;14:34:23;Ocorrência de excesso de velocidade (85.25km/h) em ZVC.
300;2;PR;14:34:24;Ocorrência de excesso de velocidade (87.61km/h) em ZVC.
300;2;PR;14:34:25;Ocorrência de excesso de velocidade (92.4km/h) em ZVC.
300;2;PR;14:34:26;Ocorrência de excesso de velocidade (95.03km/h) em ZVC.
300;2;PR;14:34:27;Ocorrência de excesso de velocidade (90.77km/h) em ZVC.
300;2;PR;14:34:28;Ocorrência de excesso de velocidade (82.63km/h) em ZVC.
300;2;PR;14:34:29;Ocorrência de excesso de velocidade (78.57km/h) em ZVC.
300;2;PR;14:34:30;Ocorrência de excesso de velocidade (81km/h) em ZVC.
300;2;PR;14:34:31;Ocorrência de excesso de velocidade (84.91km/h) em ZVC.
300;2;PR;14:34:32;Ocorrência de excesso de velocidade (88.15km/h) em ZVC.
300;2;PR;14:34:33;Ocorrência de excesso de velocidade (88.97km/h) em ZVC.
300;2;PR;14:34:34;Ocorrência de excesso de velocidade (82.02km/h) em ZVC.
300;2;PR;14:34:35;Ocorrência de excesso de velocidade (68.56km/h) em ZVC.
300;2;PR;14:34:49;Ocorrência de excesso de velocidade (67.07km/h) em ZVC.
300;2;PR;14:34:52;Ocorrência de excesso de velocidade (71.6km/h) em ZVC.
300;2;PR;14:34:53;Ocorrência de excesso de velocidade (75.96km/h) em ZVC.
300;2;PR;14:34:54;Ocorrência de excesso de velocidade (80.59km/h) em ZVC.
300;2;PR;14:34:55;Ocorrência de excesso de velocidade (86.87km/h) em ZVC.
300;2;PR;14:34:56;Ocorrência de excesso de velocidade (90.38km/h) em ZVC.
300;2;PR;14:34:57;Ocorrência de excesso de velocidade (92.67km/h) em ZVC.
300;2;PR;14:34:58;Ocorrência de excesso de velocidade (94.81km/h) em ZVC.
300;2;PR;14:34:59;Ocorrência de excesso de velocidade (94.1km/h) em ZVC.
300;2;PR;14:35:00;Ocorrência de excesso de velocidade (95.32km/h) em ZVC.
300;2;PR;14:35:01;Ocorrência de excesso de velocidade (94.11km/h) em ZVC.
300;2;PR;14:35:02;Ocorrência de excesso de velocidade (95.07km/h) em ZVC.
300;2;PR;14:35:03;Ocorrência de excesso de velocidade (92.13km/h) em ZVC.
300;2;PR;14:35:04;Ocorrência de excesso de velocidade (87.35km/h) em ZVC.
300;2;PR;14:35:05;Ocorrência de excesso de velocidade (75.67km/h) em ZVC.
300;2;PR;14:36:01;Ocorrência de excesso de velocidade (76.58km/h) em ZVC.
300;2;PR;14:36:02;Ocorrência de excesso de velocidade (76.5km/h) em ZVC.
300;2;PR;14:36:03;Ocorrência de excesso de velocidade (75.27km/h) em ZVC.
300;2;PR;14:36:04;Ocorrência de excesso de velocidade (78.37km/h) em ZVC.
300;2;PR;14:36:05;Ocorrência de excesso de velocidade (75.36km/h) em ZVC.
300;2;PR;14:36:06;Ocorrência de excesso de velocidade (72.57km/h) em ZVC.
300;2;PR;14:36:21;Ocorrência de excesso de velocidade (67.07km/h) em ZVC.
300;2;PR;14:36:23;Ocorrência de excesso de velocidade (71.85km/h) em ZVC.
300;2;PR;14:36:24;Ocorrência de excesso de velocidade (71.12km/h) em ZVC.
